"Code","Dec","InvDec","Token","Message"
"8019019B","-2145844837","2149122459","BG_E_HTTP_ERROR_411","The server cannot accept the request without a defined content length."
"8019019C","-2145844836","2149122460","BG_E_HTTP_ERROR_412","The precondition given in one or more of the request header fields evaluated to false when it was tested on the server."
"8019019D","-2145844835","2149122461","BG_E_HTTP_ERROR_413","The server cannot process the request because the request entity is too large."
"8019019E","-2145844834","2149122462","BG_E_HTTP_ERROR_414","The server cannot process the request because the request Uniform Resource Identifier (URI) is longer than the server can interpret."
"8019019F","-2145844833","2149122463","BG_E_HTTP_ERROR_415","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"801901A1","-2145844831","2149122465","BG_E_HTTP_ERROR_417","The server could not meet the expectation given in an Expect request-header field."
"801901C1","-2145844799","2149122497","BG_E_HTTP_ERROR_449","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"801901F4","-2145844748","2149122548","BG_E_HTTP_ERROR_500","The server encountered an unexpected condition that prevented it from fulfilling the request."
"801901F5","-2145844747","2149122549","BG_E_HTTP_ERROR_501","The server does not support the functionality required to fulfill the request."
"801901F6","-2145844746","2149122550","BG_E_HTTP_ERROR_502","The server"
"801901F7","-2145844745","2149122551","BG_E_HTTP_ERROR_503","The service is temporarily overloaded."
"801901F8","-2145844744","2149122552","BG_E_HTTP_ERROR_504","The request was timed out waiting for a gateway. Can typically be a DNS issue"
"801901F9","-2145844743","2149122553","BG_E_HTTP_ERROR_505","The server does not support the HTTP protocol version that was used in the request message."
"801901FA","-2145844742","2149122554","NULL",""
"80194000","-2145828864","2149138432","BITS_MC_JOB_CANCELLED","The administrator canceled job on behalf of %3. The job ID was %1."
"80194001","-2145828863","2149138433","BITS_MC_FILE_DELETION_FAILED","While canceling job"
"80194002","-2145828862","2149138434","BITS_MC_FILE_DELETION_FAILED_MORE","Due to space limitations"
"80194003","-2145828861","2149138435","BITS_MC_JOB_PROPERTY_CHANGE","The administrator modified the property of job. The job ID was %1."
"80194004","-2145828860","2149138436","BITS_MC_JOB_TAKE_OWNERSHIP","The administrator took ownership of job. The job ID was %1."
"80194005","-2145828859","2149138437","BITS_MC_JOB_SCAVENGED","Job was canceled after being inactive for more than xx days. The job ID was %1."
"80194006","-2145828858","2149138438","BITS_MC_JOB_NOTIFICATION_FAILURE","Job failed to notify its associated application. BITS will retry in xx minutes. The job ID was %1."
"80194007","-2145828857","2149138439","BITS_MC_STATE_FILE_CORRUPT","The BITS job list is not in a recognized format. It may have been created by a different version of BITS. The job list has been cleared."
"80194008","-2145828856","2149138440","BITS_MC_FAILED_TO_START","The BITS server failed to start. Try restarting the service at a later time."
"80200001","-2145386495","2149580801","BG_E_Not_Found","The requested job was not found."
"80200002","-2145386494","2149580802","BG_E_INVALID_STATE","The requested action is not allowed in the current job state. The job might have been canceled or completed transferring. It is in a read-only state now."
"80200003","-2145386493","2149580803","BG_E_EMPTY","There are no files attached to this job. Attach files to the job"
"80200004","-2145386492","2149580804","BG_E_FILE_NOT_AVAILABLE","No file is available because no URL generated an error."
"80200005","-2145386491","2149580805","BG_E_PROTOCOL_NOT_AVAILABLE","No protocol is available because no URL generated an error."
"80200006","-2145386490","2149580806","BG_S_ERROR_CONTEXT_NONE","No errors have occurred."
"80200007","-2145386489","2149580807","BG_E_ERROR_CONTEXT_UNKNOWN","The error occurred in an unknown location."
"80200008","-2145386488","2149580808","BG_E_ERROR_CONTEXT_GENERAL_QUEUE_MANAGER","The error occurred in the Background Intelligent Transfer Service (BITS) queue manager."
"80200009","-2145386487","2149580809","BG_E_ERROR_CONTEXT_LOCAL_FILE","The error occurred while the local file was being processed. Verify that the file is not in use"
"8020000A","-2145386486","2149580810","BG_E_ERROR_CONTEXT_REMOTE_FILE","The error occurred while the local file was being processed. Verify that the file is not in use"
"8020000B","-2145386485","2149580811","BG_E_ERROR_CONTEXT_GENERAL_TRANSPORT","The error occurred in the transport layer. The client could not connect to the server."
"8020000C","-2145386484","2149580812","BG_E_ERROR_CONTEXT_QUEUE_MANAGER_NOTIFICATION","The error occurred while the notification callback was being processed. Background Intelligent Transfer Service (BITS) will try again later."
"8020000D","-2145386483","2149580813","BG_E_Destination_Locked","The destination file system volume is not available. Verify that another program"
"8020000E","-2145386482","2149580814","BG_E_VOLUME_CHANGED","The destination volume has changed. If the disk is removable"
"8020000F","-2145386481","2149580815","BG_E_ERROR_INFORMATION_UNAVAILABLE","No errors have occurred."
"80200010","-2145386480","2149580816","BG_E_NETWORK_DISCONNECTED","There are currently no active network connections. Background Intelligent Transfer Service (BITS) will try again when an adapter is connected."
"80200011","-2145386479","2149580817","BG_E_MISSING_FILE_SIZE","When BITS sends a HEAD request and server/proxy doesn't return Content-Length header in the response"
"80200012","-2145386478","2149580818","BG_E_INSUFFICIENT_HTTP_SUPPORT","The server does not support HTTP 1.1."
"80200013","-2145386477","2149580819","BG_E_INSUFFICIENT_RANGE_SUPPORT","BITS uses range header in HTTP requests to request parts of a file. If the server or proxy doesn't understand Range requests and returns full file instead of the requested range"
"80200014","-2145386476","2149580820","BG_E_REMOTE_NOT_SUPPORTED","Background Intelligent Transfer Service (BITS) cannot be used remotely."
"80200015","-2145386475","2149580821","BG_E_NEW_OWNER_DIFF_MAPPING","The drive mapping for the job is different for the current owner than for the previous owner. Use a UNC path instead."
"80200016","-2145386474","2149580822","BG_E_NEW_OWNER_NO_FILE_ACCESS","The new owner has insufficient access to the local files for the job. The new owner might not have permissions to access the job files. Verify that the new owner has sufficient permissions"
"80200017","-2145386473","2149580823","BG_S_PARTIAL_COMPLETE","Some of the transferred files were deleted because they were incomplete"
"80200018","-2145386472","2149580824","BG_E_PROXY_LIST_TOO_LARGE","The HTTP proxy list cannot be longer than 32"
"80200019","-2145386471","2149580825","BG_E_PROXY_BYPASS_LIST_TOO_LARGE","The HTTP proxy bypass list cannot be longer than 32"
"8020001A","-2145386470","2149580826","BG_S_UNABLE_TO_DELETE_FILES","Some of the temporary files could not be deleted. Check the system event log for the complete list of files that could not be deleted."
"8020001B","-2145386469","2149580827","BG_E_INVALID_SERVER_RESPONSE","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"8020001C","-2145386468","2149580828","BG_E_TOO_MANY_FILES","No more files can be added to this job."
"8020001D","-2145386467","2149580829","BG_E_LOCAL_FILE_CHANGED","The local file was changed during the transfer. Recreate the job"
"8020001E","-2145386466","2149580830","BG_E_ERROR_CONTEXT_REMOTE_APPLICATION","The program on the remote server reported the error."
"8020001F","-2145386465","2149580831","BG_E_SESSION_NOT_FOUND","The specified session could not be found on the server. Background Intelligent Transfer Service (BITS) will try again."
"80200020","-2145386464","2149580832","BG_E_TOO_LARGE","The job is too large for the server to accept. This job might exceed a job size limit set by the server administrator. Reduce the size of the job"
"80200021","-2145386463","2149580833","BG_E_STRING_TOO_LONG","The specified string is too long."
"80200022","-2145386462","2149580834","BG_E_CLIENT_SERVER_PROTOCOL_MISMATCH","The client and server versions of Background Intelligent Transfer Service (BITS) are incompatible."
"80200023","-2145386461","2149580835","BG_E_SERVER_EXECUTE_ENABLE","Scripting OR execute permissions are enabled on the IIS virtual directory associated with the job. To upload files to the virtual directory"
"80200024","-2145386460","2149580836","BG_E_No_Progress BITS","The job is not making headway. The server may be misconfigured. Background Intelligent Transfer Service (BITS) will try again later."
"80200025","-2145386459","2149580837","BG_E_USERNAME_TOO_LARGE","The user name cannot be longer than 300 characters. Try again with a shorter name."
"80200026","-2145386458","2149580838","BG_E_PASSWORD_TOO_LARGE","The password cannot be longer than 300 characters. Try again with a shorter password."
"80200027","-2145386457","2149580839","BG_E_INVALID_AUTH_TARGET","The authentication target specified in the credentials is not defined."
"80200028","-2145386456","2149580840","BG_E_INVALID_AUTH_SCHEME","The authentication scheme specified in the credentials is not defined."
"80200029","-2145386455","2149580841","BG_E_FILE_NOT_FOUND","The specified file name does not match any of the files in the job."
"8020002A","-2145386454","2149580842","BG_S_PROXY_CHANGED","The proxy server was changed."
"8020002B","-2145386453","2149580843","BG_E_INVALID_RANGE","The requested byte range extends beyond the end of the web page. Use byte ranges that are wholly within the page."
"8020002C","-2145386452","2149580844","BG_E_OVERLAPPING_RANGES","The list of byte ranges contains some overlapping ranges"
"8020002D","-2145386451","2149580845","BG_E_CONNECT_FAILURE","A connection could not be established."
"8020002E","-2145386450","2149580846","BG_E_CONNECTION_CLOSED","The connection was prematurely closed."
"8020002F","-2145386449","2149580847","BG_E_KEEP_ALIVE_FAILURE","The connection for a request that specifies the Keep-alive header was closed unexpectedly."
"80200030","-2145386448","2149580848","BG_E_MESSAGE_LENGTH_LIMIT_EXCEEDED","A message was received that exceeded the specified limit when sending a request or receiving a response from the server."
"80200031","-2145386447","2149580849","BG_E_NAME_RESOLUTION_FAILURE","The host name could not be found."
"80200032","-2145386446","2149580850","BG_E_PENDING","An internal asynchronous request is pending."
"80200033","-2145386445","2149580851","BG_E_PIPELINE_FAILURE",""
"80200034","-2145386444","2149580852","BG_E_PROTOCOL_ERROR","The response received from the server was complete but indicated a protocol-level error."
"80200035","-2145386443","2149580853","BG_E_PROXY_NAME_RESOLUTION_FAILURE","The proxy name could not be found."
"80200036","-2145386442","2149580854","BG_E_RECEIVE_FAILURE","A complete response was not received from the server."
"80200037","-2145386441","2149580855","BG_E_REQUEST_CANCELED","The request was canceled."
"80200038","-2145386440","2149580856","BG_E_SECURE_CHANNEL_FAILURE","An error occurred while establishing a connection using SSL."
"80200039","-2145386439","2149580857","BG_E_SEND_FAILURE","complete request could not be sent to the remote server."
"8020003A","-2145386438","2149580858","BG_E_SERVER_PROTOCOL_VIOLATION","The server response was not valid."
"8020003B","-2145386437","2149580859","BG_E_TIMEOUT","The operation exceeded the time limit."
"8020003C","-2145386436","2149580860","BG_E_TRUST_FAILURE","A server certificate could not be validated."
"8020003D","-2145386435","2149580861","BG_E_UNKNOWN_ERROR","A unknown error occured."
"8020003E","-2145386434","2149580862","BG_E_BLOCKED_BY_POLICY","Group Policy settings prevent background jobs from running at this time."
"8020003F","-2145386433","2149580863","BG_E_INVALID_PROXY_INFO","The supplied proxy server or bypass list is invalid."
"80200040","-2145386432","2149580864","BG_E_INVALID_CREDENTIALS","The format of the supplied security credentials is invalid."
"80240001","-2145124351","2149842945","SUS_E_NO_SERVICE","for whatever reason"
"80240002","-2145124350","2149842946","SUS_E_MAX_CAPACITY_REACHED","maximum capacity of the service is reached"
"80240003","-2145124349","2149842947","SUS_E_UNKNOWN_ID","id not found"
"80240004","-2145124348","2149842948","SUS_E_NOT_INITIALIZED","object is not correctly initialized"
"80240005","-2145124347","2149842949","SUS_E_RANGEOVERLAP","Update handler attempted to request a byte range that overlapped a previously requested byte range"
"80240006","-2145124346","2149842950","SUS_E_TOOMANYRANGES","Update handler attempted to request too many ranges"
"80240007","-2145124345","2149842951","SUS_S_ALREADY_UNINSTALLED - SUS_E_INVALIDINDEX","The update to be uninstalled is already not installed - An attempt was made to use an invalid index"
"80240008","-2145124344","2149842952","SUS_E_ITEMNOTFOUND","A query was made for an item with a particular key and that key was not found"
"80240009","-2145124343","2149842953","SUS_E_OPERATIONINPROGRESS","The caller attempted to perform an operation on an interface while another operation was in progress."
"8024000A","-2145124342","2149842954","SUS_E_COULDNOTCANCEL","The caller attempted to cancel an operation that is not cancelable"
"8024000B","-2145124341","2149842955","SUS_E_CALL_CANCELLED","call has been cancelled"
"8024000C","-2145124340","2149842956","SUS_E_NOOP","no operation is needed"
"8024000D","-2145124339","2149842957","SUS_E_XML_MISSINGDATA","the SUS agent is attempting to parse an update-XML blob and has not found expected data"
"8024000E","-2145124338","2149842958","SUS_E_XML_INVALID","the SUS agent is attempting to parse an update-XML blob and has encountered data that is invalid"
"8024000F","-2145124337","2149842959","SUS_E_CYCLE_DETECTED","cycle detected in meta data"
"80240010","-2145124336","2149842960","SUS_E_TOO_DEEP_RELATION","too deep relation ship found"
"80240011","-2145124335","2149842961","SUS_E_REG_VALUE_INVALI","registry value was read but is invalid"
"80240012","-2145124334","2149842962","SUS_E_REG_VALUE_INVALID","registry value was read but is invalid"
"80240013","-2145124333","2149842963","SUS_E_EE_UNKNOWN_EXPRESSION","an expression handler was passed an expression that it doesn't know about"
"80240014","-2145124332","2149842964","SUS_E_EE_INVALID_EXPRESSION","an expression handler was passed an expression that is bad."
"80240015","-2145124331","2149842965","SUS_E_EE_MISSING_METADATA","an expression handler was passed an expression that requires an applicability metadata blob"
"80240016","-2145124330","2149842966","SUS_E_INSTALL_NOT_ALLOWE","try to install while another install is going on or reboot is pending"
"80240017","-2145124329","2149842967","SUS_E_NOT_APPLICABLE","install is not needed because no updates are applicable"
"80240018","-2145124328","2149842968","WU_E_NO_USERTOKEN","operation failed due to missing user token"
"80240019","-2145124327","2149842969","WU_E_EXCLUSIVE_INSTALL_CONFliCT","try to install an exclusive update with other updates at the same time"
"8024001A","-2145124326","2149842970","WU_E_POLICY_NOT_SET","policy value is not set"
"8024001B","-2145124325","2149842971","WU_E_SELFUPDATE_IN_PROGRESS","self-update in progress"
"8024001C","-2145124324","2149842972","SUS_E_WRONGMSIVERSION",""
"8024001D","-2145124323","2149842973","WU_E_INVALID_UPDATE","an update had bogus metadata"
"8024001E","-2145124322","2149842974","WU_E_SERVICE_STOP","call was aborted due to service stop or system shut down"
"8024001F","-2145124321","2149842975","SUS_E_NO_CONNECTION","no network connection is available to finish the operation"
"80240020","-2145124320","2149842976","SUS_E_NO_INTERACTIVE_USER","interactive user is missing to finish the operation"
"80240021","-2145124319","2149842977","WU_E_TIME_OUT","operation timed out"
"80240022","-2145124318","2149842978","WU_E_ALL_UPDATES_FAILED","operation failed on all specified updates"
"80240023","-2145124317","2149842979","WU_E_EULAS_DECLINED","EULA-for all the updates are declined"
"80240024","-2145124316","2149842980","WU_E_NO_UPDATE","there are no update"
"80240025","-2145124315","2149842981","WU_E_USER_ACCESS_DISABLED","User access to Windows Update is prevented by Group Policy setting"
"80240026","-2145124314","2149842982","WU_E_INVALID_UPDATE_TYPE","invalid type of update"
"80240027","-2145124313","2149842983","WU_E_URL_TOO_LONG","URL is too long"
"80240028","-2145124312","2149842984","WU_E_UNINSTALL_NOT_ALLOWED","uninstall is not allowed due to non managed environment"
"80240029","-2145124311","2149842985","WU_E_INVALID_PRODUCT_LICENSE","A product with an invalid license was found on the system."
"8024002A","-2145124310","2149842986","WU_E_MISSING_HANDLER","A component required for detecting applicable updates was missing."
"8024002B","-2145124309","2149842987","WU_E_LEGACYSERVER","The Sus server we are talking to is a Legacy Sus Server (Sus Server 1.0)"
"8024002C","-2145124308","2149842988","WU_E_BIN_SOURCE_ABSENT","A binary-delta patch failed because the source was required"
"8024002D","-2145124307","2149842989","WU_E_FF_SOURCE_ABSENT","a full-file patch failed because the source was required"
"8024002E","-2145124306","2149842990","SUS_E_WU_DISABLED","non managed server access is disallowed"
"8024002F","-2145124305","2149842991","WU_E_CALL_CANCELLED_BY_POLICY","call cancelled because of DisableWindowsUpdateAccess policy takes effect"
"80240030","-2145124304","2149842992","WU_E_INVALID_PROXY_SERVER","invalid format for proxy list"
"80240031","-2145124303","2149842993","WU_E_INVALID_FILE","file is not of the right format"
"80240032","-2145124302","2149842994","WU_E_INVALID_CRITERIA","invalid criteria string"
"80240033","-2145124301","2149842995","WU_E_EULA_UNAVAILABLE","EULA download failure"
"80240034","-2145124300","2149842996","WU_E_DOWNLOAD_FAILED","Failed to download"
"80240035","-2145124299","2149842997","WU_E_UPDATE_NOT_PROCESSED","INTERNAL ONLY: The update was not processed."
"80240036","-2145124298","2149842998","WU_E_INVALID_OPERATION","The operation is invalid for the object-current state."
"80240037","-2145124297","2149842999","WU_E_NOT_SUPPORTED","The invoked functionality is not supported (80240037"
"80240FFF","-2145120257","2149847039","WU_E_UNEXPECTED","generic unexpected failure"
"80241001","-2145120255","2149847041","WU_E_MSI_WRONG_VERSION","The MSI version on the machine is less than what we expect (SUS 2.0 requires MSI 3.0)"
"80241002","-2145120254","2149847042","WU_E_MSI_NOT_CONFIGURED","MSI is not configured"
"80241003","-2145120253","2149847043","WU_E_MSP_DISABLED","MSI patching is disabled by policy"
"80241FFF","-2145116161","2149851135","U_E_MSP_UNEXPECTED","generic unexpected MSP failure"
"80242000","-2145116160","2149851136","SUS_E_UH_REMOTEUNAVAILABLE","The caller requested a remote object"
"80242001","-2145116159","2149851137","WU_E_UH_LOCALONLY","The caller requested a remote object"
"80242002","-2145116158","2149851138","WU_E_UH_UNKNOWNHANDLER","The caller requested an unknown handler object"
"80242003","-2145116157","2149851139","WU_E_UH_REMOTEALREADYACTIVE","The caller requested an unknown handler object"
"80242004","-2145116156","2149851140","SUS_E_UH_DOESNOTSUPPORTACTION","The update does not support the current action (install or uninstall)"
"80242005","-2145116155","2149851141","SUS_E_UH_WRONGHANDLER","The caller tried to use the wrong handler for an action"
"80242006","-2145116154","2149851142","SUS_E_UH_INVALIDMETADATA","The caller passed an update with invalid metadata to the handler"
"80242007","-2145116153","2149851143","SUS_E_UH_INSTALLERHUNG","The installer took too long and was terminated"
"80242008","-2145116152","2149851144","SUS_E_UH_OPERATIONCANCELLED","The install was canceled via a handler method (as opposed to"
"80242009","-2145116151","2149851145","SUS_E_UH_BADHANDLERXML","The XML contained in the handler specific data for the update is invalid."
"8024200A","-2145116150","2149851146","WU_E_UH_CANREQUIREINPUT","The update may require user input so can not be installed in this context."
"8024200B","-2145116149","2149851147","SUS_E_UH_INSTALLERFAILURE","At least one update passed to the handler failed to install."
"8024200C","-2145116148","2149851148","WU_E_UH_FALLBACKTOSELFCONTAINED","Handler should fall back to self-contained from delta."
"8024200D","-2145116147","2149851149","SUS_E_UH_NEEDANOTHERDOWNLOAD","The installer requires more data to be downloaded"
"8024200E","-2145116146","2149851150","WU_E_UH_NOTIFYFAILURE","The attempted operation was not allowed"
"80242FFF","-2145112065","2149855231","WU_E_UH_UNEXPECTED","generic unexpected update handler failure"
"80243FFF","-2145107969","2149859327","WU_E_AUCLIENT_UNEXPECTED","generic unexpected UI [AU Client] failures"
"80244000","-2145107968","2149859328","WU_E_PT_SOAPCLIENT_BASE","Used as a base to map SOAPCLIENT_ERROR errors."
"80244001","-2145107967","2149859329","SUS_E_PT_SOAPCLIENT_INITIALIZE","SOAPCLIENT_INITIALIZE_ERROR initialization failed - most likely an MSXML installation problem"
"80244002","-2145107966","2149859330","WU_E_PT_SOAPCLIENT_OUTOFMEMORY","SOAPCLIENT_OUTOFMEMORY out of memory"
"80244003","-2145107965","2149859331","WU_E_PT_SOAPCLIENT_GENERATE","SOAPCLIENT_GENERATE_ERROR failed in generating the response"
"80244004","-2145107964","2149859332","SUS_E_PT_SOAPCLIENT_CONNECT","failed connecting to server"
"80244005","-2145107963","2149859333","WU_E_PT_SOAPCLIENT_SEND","SOAPCLIENT_SEND_ERROR failed in sending message. This generic error has been deprecated in favor of the more specific underlying WinHTTP errors"
"80244006","-2145107962","2149859334","WU_E_PT_SOAPCLIENT_SERVER","SOAPCLIENT_SERVER_ERROR server error"
"80244007","-2145107961","2149859335","WU_E_PT_SOAPCLIENT_SOAPFAULT","SOAPCLIENT_SOAPFAULT a SOAP Fault was returned by the server. See the more specific WU_E_PT_SOAP_xxxx mappings when a SOAP fault was returned by the server."
"80244008","-2145107960","2149859336","SUS_E_PT_SOAPCLIENT_PARSEFAULT","SOAPCLIENT_PARSEFAULT_ERROR failed in parsing SOAP fault"
"80244009","-2145107959","2149859337","WU_E_PT_SOAPCLIENT_READ","SOAPCLIENT_READ_ERROR failed in reading response"
"8024400A","-2145107958","2149859338","SUS_E_PT_SOAPCLIENT_PARSE","failed in parsing response"
"8024400B","-2145107957","2149859339","WU_E_PT_SOAP_VERSION","SOAP_E_VERSION_MISMATCH Invalid namespace for the SOAP envelope"
"8024400C","-2145107956","2149859340","WU_E_PT_SOAP_MUST_UNDERSTAND","SOAP_E_MUST_UNDERSTAND Child of header with mustUnderstand attribute = 1 wasn't understood or obeyed"
"8024400D","-2145107955","2149859341","SUS_E_PT_SOAP_CLIENT","SOAP_E_CLIENT The message was malformed or incomplete. No reason to retry unless problem fixed."
"8024400E","-2145107954","2149859342","SUS_E_PT_SOAP_SERVER","The message was OK but server couldn't process at the moment. Same message *may* succeed at a later time."
"8024400F","-2145107953","2149859343","WU_E_PT_WMI_ERROR","An unspecified error occurred using WMI"
"80244010","-2145107952","2149859344","SUS_E_PT_EXCEEDED_MAX_SERVER_TRIPS","The maximum allowed number of round trips to the server was exceeded"
"80244011","-2145107951","2149859345","SUS_E_PT_SUS_SERVER_NOT_SET","WUServer policy value is missing in the registry"
"80244012","-2145107950","2149859346","WU_E_PT_DOUBLE_INITIALIZATION","object is initialized second time"
"80244013","-2145107949","2149859347","WU_E_PT_INVALID_COMPUTER_NAME","Cannot determine computer name"
"80244014","-2145107948","2149859348","WU_E_PT_INVALID_COMPUTER_LSID","Cannot determine computer LSID"
"80244015","-2145107947","2149859349","SUS_E_PT_REFRESH_CACHE_REQUIRED","Server replied with InvalidCookie or ServerChanged Caller should refresh its internal state then repeat the call to Protocol Talker"
"80244016","-2145107946","2149859350","SUS_E_PT_HTTP_STATUS_BAD_REQUEST","Http status 400 - invalid syntax"
"80244017","-2145107945","2149859351","SUS_E_PT_HTTP_STATUS_DENIED","Http status 401 - access denied"
"80244018","-2145107944","2149859352","SUS_E_PT_HTTP_STATUS_FORBIDDEN","Http status 403 - request forbidden"
"80244019","-2145107943","2149859353","SUS_E_PT_HTTP_STATUS_NOT_FOUND","Http status 404 - object not found (80244019)"
"8024401A","-2145107942","2149859354","SUS_E_PT_HTTP_STATUS_BAD_METHOD","Http status 405 - method is not allowed"
"8024401B","-2145107941","2149859355","SUS_E_PT_HTTP_STATUS_PROXY_AUTH_REQ","Http status 407 - proxy authentication required"
"8024401C","-2145107940","2149859356","WU_E_PT_HTTP_STATUS_REQUEST_TIMEOUT","Http status 408 - server timed out waiting for request (8024401c)"
"8024401D","-2145107939","2149859357","WU_E_PT_HTTP_STATUS_CONFLICT","Http status 409 - user should resubmit with more info"
"8024401E","-2145107938","2149859358","WU_E_PT_HTTP_STATUS_GONE","Http status 410 - the resource is no longer available"
"8024401F","-2145107937","2149859359","WU_E_PT_HTTP_STATUS_SERVER_ERROR","Http status 500 - internal server error"
"80244020","-2145107936","2149859360","WU_E_PT_HTTP_STATUS_NOT_SUPPORTED","Http status 501 - required not supported"
"80244021","-2145107935","2149859361","SUS_E_PT_HTTP_STATUS_BAD_GATEWAY","Http status 502 - error response received from gateway"
"80244022","-2145107934","2149859362","SUS_E_PT_HTTP_STATUS_SERVICE_UNAVAIL","Http status 503 - temporarily overloaded)"
"80244023","-2145107933","2149859363","SUS_E_PT_HTTP_STATUS_GATEWAY_TIMEOUT","Http status 504 - timed out waiting for gateway"
"80244024","-2145107932","2149859364","WU_E_PT_HTTP_STATUS_VERSION_NOT_SUP","Http status 505 - HTTP version not supported"
"80244025","-2145107931","2149859365","SUS_E_PT_FILE_LOCATIONS_CHANGED","Server replied with FileLocationsChange Caller should refresh its internal state then repeat the call to Protocol Talker"
"80244026","-2145107930","2149859366","SUS_E_PT_REGISTRATION_NOT_SUPPORTED","Client doesn't support registration with non-SUS server"
"80244027","-2145107929","2149859367","WU_E_PT_NO_AUTH_PLUGINS_REQUESTED","Server returned an empty AuthInfo list"
"80244028","-2145107928","2149859368","SUS_E_PT_NO_AUTH_COOKIES_CREATED","The client was unable to create any valid auth cookies"
"80244029","-2145107927","2149859369","WU_E_PT_INVALID_CONFIG_PROP","One of the Config ConfigurationProperty values was wrong"
"8024402A","-2145107926","2149859370","WU_E_PT_CONFIG_PROP_MISSING","One of the Config ConfigurationProperty values was wrong"
"8024402B","-2145107925","2149859371","WU_E_PT_HTTP_STATUS_NOT_MAPPED","Http status other than 200"
"8024402C","-2145107924","2149859372","WU_E_PT_WINHTTP_NAME_NOT_RESOLVED","Winhttp SendRequest/ReceiveResponse failed with 2ee7 error. Either the proxy server or target server name can not be resolved. Corresponding to ERROR_WINHTTP_NAME_NOT_RESOLVED. Stop/Restart service or reboot the machine if you see this error frequently."
"80244FFF","-2145103873","2149863423","WU_E_PT_UNEXPECTED","generic unexpected protocol talker failure"
"80245001","-2145103871","2149863425","WU_E_REDIRECTOR_LOAD_XML","The XML extracted from the wuredir.cab failed to load into the DOM"
"80245002","-2145103870","2149863426","WU_E_REDIRECTOR_S_FALSE","An expected XML element node"
"80245003","-2145103869","2149863427","WU_E_REDIRECTOR_ID_SMALLER","The redirectorId in the downloaded wuredir.cab is smaller than the cached cab."
"8024502D","-2145103827","2149863469","WU_E_PT_SAME_REDIR_ID","During recovery Protocol Talker failed to download a wuredir.cab with a newer redirectorId from the server"
"8024502E","-2145103826","2149863470","WU_E_PT_NO_MANAGED_RECOVER","A redirector recovery action was specified"
"80245FFF","-2145099777","2149867519","WU_E_REDIRECTOR_UNEXPECTED","generic unexpected redirector failure"
"80246001","-2145099775","2149867521","SUS_E_DM_URLNOTAVAILABLE","The requested file does not have an URL"
"80246002","-2145099774","2149867522","SUS_E_DM_INCORRECTFILEHASH","The file digest did not match the expected value"
"80246003","-2145099773","2149867523","WU_E_DM_UNKNOWNALGORITHM","The file metadata requested an unknown hash algorithm"
"80246004","-2145099772","2149867524","WU_E_DM_NEEDDOWNLOADREQUEST","A download request from a download handler is required."
"80246005","-2145099771","2149867525","SUS_E_DM_NONETWORK","Network connection was not available"
"80246006","-2145099770","2149867526","SUS_E_DM_WRONGBITSVERSION","The version of BITS installed on the machine is not compatible."
"80246007","-2145099769","2149867527","SUS_E_DM_NOTDOWNLOADED","The update has not been downloaded."
"80246008","-2145099768","2149867528","SUS_E_DM_FAILTOCONNECTTOBITS","Failed to create the IBackgroundCopyManager interface to BITS. The BITS service may have been disabled"
"80246009","-2145099767","2149867529","WU_E_DM_BITSTRANSFERERROR","A BITS transfer error occurred"
"80246FFF","-2145095681","2149871615","WU_E_DM_UNEXPECTED","generic unexpected download manager failure"
"80248000","-2145091584","2149875712","WU_E_DS_SHUTDOWN","The call failed because the SUS agent is shutting down"
"80248001","-2145091583","2149875713","WU_E_DS_INUSE","The call failed because the data store is in use and the operation can only be executed on an idle data store."
"80248002","-2145091582","2149875714","WU_E_DS_INVALID","The data store is in an invalid state. This can occur if we attempt to validate the database schema and find a mismatch between the current state and the state we expect."
"80248003","-2145091581","2149875715","WU_E_DS_TABLEMISSING","The data store has a missing table"
"80248004","-2145091580","2149875716","WU_E_DS_TABLEINCORRECT","The data store has a table whose columns are not what SUS expects"
"80248005","-2145091579","2149875717","WU_E_DS_INVALIDTABLENAME","The caller tried to open a table that is not in the datastore"
"80248006","-2145091578","2149875718","WU_E_DS_BADVERSION","The data store-version does not match what the client expects"
"80248007","-2145091577","2149875719","SUS_E_DS_NODATA","The caller asked for data that is not in the data store"
"80248008","-2145091576","2149875720","WU_E_DS_MISSINGDATA","The data store is in an invalid state because data that should be present is missing. This error can occur if we encounter a column in a table that is NULL when it is not allowed to be NULL."
"80248009","-2145091575","2149875721","WU_E_DS_MISSINGREF","The data store is in an invalid state because data that should be present is missing. This will occur if we try to fetch a linked row from another table and the linked row does not exist. This can happen with EULAs"
"8024800A","-2145091574","2149875722","WU_E_DS_UNKNOWNHANDLER","The caller attempted to add an update that used an unknown update handler"
"8024800B","-2145091573","2149875723","WU_E_DS_CANTDELETE","The caller attempted to delete an update that is referenced by one or more services"
"8024800C","-2145091572","2149875724","SUS_E_DS_LOCKTIMEOUTEXPIRED","The caller attempted to delete an update that is referenced by one or more services"
"8024800D","-2145091571","2149875725","WU_E_DS_NOCATEGORIES","The caller attempted to add a non-toplevel category update that contained no parent categories"
"8024800E","-2145091570","2149875726","WU_E_DS_ROWEXISTS","The caller attempted to add a row whose primary key matched an existing row"
